Block,-10.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,-9.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,-8.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,-7.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,-6.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,-5.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,-4.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,-3.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,-2.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,-1.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,0.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,1.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,2.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,3.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,4.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,5.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,6.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,7.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,8.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,9.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,10.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,10.000000,-5.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,10.000000,-4.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,10.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,10.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,10.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,10.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,10.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,10.000000,3.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,10.000000,4.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
Block,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
