Ground,-10.000000,-6.000000,0.000000
Ground,-8.000000,-6.000000,0.000000
Ground,-6.000000,-6.000000,0.000000
Ground,-4.000000,-6.000000,0.000000
Ground,-2.000000,-6.000000,0.000000
Ground,0.000000,-6.000000,0.000000
Ground,2.000000,-6.000000,0.000000
Ground,4.000000,-6.000000,0.000000
Ground,6.000000,-6.000000,0.000000
Ground,8.000000,-6.000000,0.000000
Ground,10.000000,-6.000000,0.000000
Ground,10.000000,-4.000000,0.000000
Ground,10.000000,-2.000000,0.000000
Ground,10.000000,0.000000,0.000000
Ground,10.000000,2.000000,0.000000
Ground,10.000000,4.000000,0.000000
Ground,10.000000,6.000000,0.000000
Ground,8.000000,6.000000,0.000000
Ground,6.000000,6.000000,0.000000
Ground,4.000000,6.000000,0.000000
Ground,2.000000,6.000000,0.000000
Ground,0.000000,6.000000,0.000000
Ground,-2.000000,6.000000,0.000000
Ground,-4.000000,6.000000,0.000000
Ground,-6.000000,6.000000,0.000000
Ground,-8.000000,6.000000,0.000000
Ground,-10.000000,6.000000,0.000000
Ground,-10.000000,4.000000,0.000000
Ground,-10.000000,2.000000,0.000000
Ground,-10.000000,0.000000,0.000000
Ground,-10.000000,-2.000000,0.000000
Ground,-10.000000,-4.000000,0.000000
